Date,Time,CO,Benzene,NO2,Temperature,Humidity(%),Traffic_Volume,Particulate_Matter
27.10.04,19:00:00,2.6,16.6,101,19.3,67.5,,
16.04.04,20:00:00,6.0,19.9,140,13.8,78.0,126.4268591,169.5682957
29.03.05,0:00:00,1.5,5.0,100,14.3,68.5,,
23.06.04,7:00:00,3.8,23.1,117,20.5,52.3,,
17.12.04,5:00:00,1.8,-200.0,112,-200.0,-200.0,,
22.04.04,13:00:00,-200.0,11.1,-200,28.3,23.9,170.0722525,205.6197282
01.05.04,15:00:00,1.8,9.2,82,26.1,30.3,34.69392642,143.1215757
14.07.04,10:00:00,2.8,15.7,148,30.2,22.8,,
24.09.04,4:00:00,0.4,2.5,52,21.1,59.9,,
22.09.04,13:00:00,2.6,14.0,120,27.9,37.0,,
18.01.05,21:00:00,1.5,6.0,152,10.3,74.0,,
28.07.04,1:00:00,-200.0,6.8,77,23.6,31.9,,
31.01.05,20:00:00,6.8,29.2,282,7.3,36.8,,
10.12.04,3:00:00,0.5,2.2,-200,13.8,36.8,,
06.06.04,12:00:00,0.8,3.4,49,26.6,29.0,,
17.02.05,20:00:00,3.3,12.9,200,7.4,47.2,,
27.06.04,3:00:00,1.0,6.7,-200,23.2,53.7,,
08.06.04,12:00:00,2.5,15.7,124,33.7,25.5,,
17.08.04,7:00:00,2.2,12.9,68,22.5,52.3,,
19.05.04,5:00:00,0.3,2.2,46,17.0,49.2,117.1382258,60.13112260000001
25.05.04,19:00:00,-200.0,-200.0,-200,-200.0,-200.0,,
12.08.04,16:00:00,1.1,5.7,69,38.1,26.3,,
03.02.05,8:00:00,3.0,16.7,275,1.3,64.8,,
04.07.04,0:00:00,2.2,12.3,101,24.0,51.9,,
03.12.04,11:00:00,3.6,13.0,144,15.8,74.7,,
09.08.04,12:00:00,1.6,8.3,71,34.3,31.5,,
14.12.04,19:00:00,7.4,-200.0,208,-200.0,-200.0,,
19.10.04,1:00:00,-200.0,8.0,-200,14.9,74.7,,
04.02.05,23:00:00,1.3,5.3,157,6.0,46.1,,
20.05.04,17:00:00,3.5,21.7,148,31.2,20.3,118.77927379999998,60.3268059
17.08.04,17:00:00,-200.0,5.0,-200,38.1,19.7,,
01.06.04,15:00:00,1.5,12.4,78,24.6,47.5,,
17.07.04,5:00:00,0.6,3.6,58,21.6,45.0,,
19.09.04,10:00:00,2.2,10.6,110,26.5,35.7,,
03.04.04,13:00:00,-200.0,10.6,-200,23.8,30.5,88.74589328,105.3176854
21.03.04,17:00:00,2.3,9.0,105,19.4,41.3,42.895404600000006,52.96502071
12.10.04,12:00:00,-200.0,9.5,-200,20.8,45.8,,
27.02.05,8:00:00,1.1,3.6,118,2.5,69.5,,
06.04.04,14:00:00,2.5,11.5,131,19.3,35.4,121.0820875,169.879349
14.07.04,7:00:00,4.7,27.5,142,19.9,46.5,,
25.10.04,7:00:00,3.2,18.5,77,16.0,76.3,,
06.05.04,16:00:00,3.6,14.6,139,12.7,74.2,46.9639129,143.87955
19.05.04,0:00:00,1.2,7.7,84,19.3,43.0,130.2895503,62.23693993
14.10.04,5:00:00,-200.0,1.2,-200,14.9,56.8,,
04.01.05,5:00:00,0.8,-200.0,71,-200.0,-200.0,,
22.06.04,9:00:00,2.8,14.2,123,22.8,41.9,,
02.09.04,19:00:00,-200.0,28.6,-200,32.8,29.4,,
20.03.05,1:00:00,1.9,5.9,149,13.6,63.5,,
26.10.04,15:00:00,5.3,30.9,175,24.9,50.0,,
08.02.05,9:00:00,2.9,15.1,253,6.6,43.7,,
28.03.04,4:00:00,1.3,5.1,69,8.3,64.9,81.8817838,112.4419459
26.10.04,2:00:00,1.0,5.5,48,15.5,78.5,,
15.12.04,18:00:00,7.3,-200.0,214,-200.0,-200.0,,
19.03.04,11:00:00,3.3,16.4,135,14.5,54.4,40.13242467,59.30272918
05.11.04,8:00:00,2.0,16.3,75,16.2,70.1,,
12.04.04,8:00:00,0.6,1.5,57,13.3,53.6,124.5147054,146.4491533
05.05.04,1:00:00,0.5,1.4,22,19.0,49.8,38.21275109,156.15427680000005
26.08.04,1:00:00,0.9,5.0,55,23.3,45.3,,
28.03.04,23:00:00,1.1,2.9,77,11.5,46.6,80.47982184,120.7236172
17.12.04,0:00:00,4.2,-200.0,162,-200.0,-200.0,,
09.02.05,9:00:00,2.7,-200.0,245,-200.0,-200.0,,
22.03.04,5:00:00,0.3,0.7,23,16.5,53.9,50.63356132,50.3018261
27.01.05,7:00:00,0.7,1.4,91,4.6,38.1,,
28.06.04,8:00:00,5.6,32.4,159,25.5,43.1,,
27.05.04,7:00:00,-200.0,24.8,-200,17.0,46.0,,
23.07.04,23:00:00,1.8,13.0,91,28.5,38.4,,
17.09.04,16:00:00,2.4,12.5,115,23.9,40.8,,
19.10.04,21:00:00,-200.0,24.4,-200,19.9,69.0,,
18.09.04,19:00:00,2.4,11.6,132,25.3,35.3,,
03.12.04,17:00:00,6.9,32.6,173,17.7,68.3,,
31.08.04,19:00:00,2.8,14.1,105,27.7,43.5,,
18.06.04,6:00:00,0.8,6.5,59,20.4,54.1,,
13.05.04,10:00:00,2.4,11.0,122,17.4,51.8,117.7824631,63.36361162
01.05.04,10:00:00,2.1,8.8,89,21.6,46.1,58.59660865,154.6756576
26.11.04,5:00:00,1.2,4.8,77,9.0,77.3,,
06.08.04,5:00:00,0.7,4.4,57,21.4,75.5,,
18.12.04,21:00:00,4.4,17.2,179,10.1,29.7,,
14.02.05,8:00:00,2.3,11.4,176,9.4,44.9,,
27.05.04,9:00:00,-200.0,24.5,-200,21.8,35.0,,
16.11.04,19:00:00,3.1,14.5,168,13.6,34.0,,
01.12.04,0:00:00,2.2,7.5,113,9.8,79.4,,
25.11.04,5:00:00,2.2,9.4,94,4.0,85.7,,
22.01.05,16:00:00,-200.0,5.9,126,15.4,29.3,,
21.09.04,12:00:00,3.3,17.7,157,30.1,35.1,,
10.08.04,22:00:00,1.7,10.2,64,29.5,50.6,,
10.12.04,2:00:00,0.7,2.7,60,14.7,37.5,,
02.02.05,2:00:00,2.9,6.9,130,5.3,57.8,,
24.11.04,14:00:00,2.9,14.4,129,15.4,59.6,,
08.07.04,8:00:00,3.2,23.2,119,28.5,32.5,,
22.07.04,2:00:00,1.3,6.4,67,26.4,47.1,,
13.10.04,6:00:00,-200.0,2.2,-200,14.7,57.4,,
07.10.04,16:00:00,2.9,15.3,87,28.6,37.6,,
17.05.04,16:00:00,1.7,9.0,95,25.7,19.4,113.7512978,60.37940267
02.10.04,23:00:00,-200.0,9.4,-200,21.7,60.8,,
28.03.05,15:00:00,1.3,4.2,85,25.1,34.0,,
03.10.04,21:00:00,-200.0,10.4,-200,21.9,61.4,,
29.07.04,12:00:00,-200.0,10.1,117,35.3,16.7,,
16.08.04,10:00:00,2.0,10.6,110,33.4,20.1,,
03.07.04,16:00:00,1.1,7.1,82,38.0,16.8,,
13.05.04,15:00:00,2.1,9.8,98,19.5,45.5,119.5298132,68.6595127
15.04.04,9:00:00,3.9,19.1,114,13.5,53.4,133.94537649999998,143.4763283
02.03.05,11:00:00,2.2,8.9,187,7.5,24.3,,
09.05.04,17:00:00,-200.0,5.4,-200,17.8,44.4,127.1777558,63.81314248
04.11.04,2:00:00,1.2,5.2,55,17.6,70.8,,
22.09.04,16:00:00,2.9,16.1,151,32.9,27.7,,
05.08.04,9:00:00,-200.0,9.0,-200,28.1,45.4,,
27.08.04,5:00:00,0.7,-200.0,53,-200.0,-200.0,,
01.11.04,3:00:00,3.0,16.0,-200,19.1,75.8,,
12.12.04,11:00:00,2.4,8.9,116,12.6,39.9,,
10.01.05,23:00:00,1.7,7.3,116,12.7,69.9,,
09.06.04,8:00:00,6.4,36.9,151,23.4,46.1,,
05.10.04,9:00:00,-200.0,21.6,-200,20.6,58.5,,
14.12.04,18:00:00,9.3,-200.0,248,-200.0,-200.0,,
28.04.04,14:00:00,3.2,21.9,126,27.7,26.5,187.3371825,217.3818801
18.04.04,0:00:00,-200.0,6.9,-200,16.3,57.2,188.6558785,206.6603622
07.07.04,19:00:00,5.3,29.8,223,35.6,20.4,,
02.09.04,11:00:00,-200.0,14.3,-200,34.1,28.8,,
16.11.04,9:00:00,5.2,26.3,222,11.3,43.9,,
25.08.04,8:00:00,3.5,21.0,106,26.4,50.8,,
01.03.05,2:00:00,0.4,0.6,37,0.2,40.6,,
21.12.04,11:00:00,1.5,6.3,125,7.9,36.4,,
19.05.04,20:00:00,3.8,18.4,154,22.9,36.5,112.2061989,64.67380645
17.12.04,11:00:00,5.1,-200.0,198,-200.0,-200.0,,
03.12.04,14:00:00,3.3,18.1,138,17.9,66.3,,
27.11.04,6:00:00,1.7,7.6,99,12.3,81.9,,
18.02.05,10:00:00,2.0,7.4,153,10.8,37.1,,
18.04.04,18:00:00,-200.0,8.5,-200,17.5,54.2,173.2653329,203.7375452
19.03.04,2:00:00,0.9,3.6,63,12.5,69.3,42.70657175,50.51755822
21.03.05,15:00:00,2.1,8.2,135,23.8,33.4,,
11.01.05,14:00:00,3.6,18.8,141,13.8,56.3,,
12.03.04,2:00:00,1.4,4.1,91,7.1,61.8,37.9850456,60.65874397
27.04.04,16:00:00,2.2,12.5,99,27.2,22.1,171.76645380000005,202.4755743
15.03.04,9:00:00,8.1,36.7,149,14.8,54.3,46.42516608,52.97539341
09.12.04,7:00:00,0.6,1.3,63,14.6,56.7,,
05.12.04,8:00:00,0.8,1.9,68,13.2,62.5,,
18.11.04,23:00:00,2.5,9.2,130,15.9,59.4,,
29.11.04,20:00:00,1.9,7.3,98,16.8,58.7,,
01.09.04,0:00:00,1.9,9.5,96,23.7,55.4,,
08.06.04,4:00:00,0.3,1.4,30,21.0,53.1,,
28.11.04,0:00:00,2.5,10.3,88,10.6,79.4,,
14.04.04,14:00:00,-200.0,12.8,-200,21.4,28.7,122.360731,150.1896641
16.02.05,4:00:00,1.1,4.5,142,3.3,52.2,,
18.05.04,6:00:00,0.9,6.3,54,17.1,45.3,113.417804,68.38912001
01.05.04,11:00:00,1.9,9.2,86,24.6,36.7,46.77841948,128.881211
09.05.04,8:00:00,-200.0,2.6,-200,16.8,46.8,126.4320586,64.19563621
01.04.04,23:00:00,2.0,8.5,103,14.9,52.0,82.326412,102.1821828
16.04.04,23:00:00,3.1,10.0,99,12.8,81.0,141.69084119999997,142.9259345
14.06.04,2:00:00,0.3,0.7,16,19.5,46.3,,
05.03.05,12:00:00,1.5,5.3,133,14.0,28.1,,
18.02.05,22:00:00,2.4,9.8,190,7.0,44.2,,
21.10.04,7:00:00,2.7,16.6,83,21.9,64.8,,
12.05.04,4:00:00,-200.0,2.7,47,15.6,62.2,112.8763581,60.67752804
11.07.04,8:00:00,0.3,3.1,38,23.5,44.0,,
05.12.04,5:00:00,0.8,2.0,70,12.7,65.6,,
22.11.04,22:00:00,2.4,16.9,164,8.5,57.8,,
16.12.04,5:00:00,1.0,-200.0,74,-200.0,-200.0,,
10.05.04,9:00:00,4.4,20.2,117,17.8,51.1,112.0032531,67.82388531
28.09.04,19:00:00,7.5,39.3,209,23.0,33.6,,
22.02.05,21:00:00,2.7,8.5,218,4.3,79.5,,
23.04.04,2:00:00,-200.0,3.4,-200,16.7,46.5,170.5288401,203.2587143
05.03.05,10:00:00,1.1,3.1,121,10.0,37.7,,
16.08.04,6:00:00,0.9,5.4,68,21.3,47.0,,
03.05.04,21:00:00,2.0,9.8,100,18.7,64.6,50.66173660000001,129.79551999999998
26.04.04,21:00:00,1.6,6.7,101,17.3,38.8,180.8211156,206.9634124
24.05.04,14:00:00,1.1,6.9,85,25.1,13.1,122.7912471,68.90090819
15.05.04,8:00:00,2.6,13.6,108,17.6,43.3,113.2513857,65.02636792
22.03.04,3:00:00,0.4,0.7,-200,16.9,53.9,34.88349493,55.26993504
28.03.05,20:00:00,2.9,9.4,157,17.6,54.4,,
10.11.04,22:00:00,2.2,9.9,148,10.5,70.3,,
27.01.05,15:00:00,1.3,4.5,125,7.3,35.0,,
09.12.04,18:00:00,2.3,9.5,118,14.6,48.0,,
17.08.04,0:00:00,0.9,5.5,54,26.5,40.7,,
10.06.04,14:00:00,2.6,17.0,144,39.7,18.7,,
06.10.04,2:00:00,-200.0,4.6,-200,19.3,68.4,,
20.12.04,16:00:00,2.3,5.2,102,9.8,41.9,,
22.08.04,15:00:00,-200.0,2.8,-200,36.6,11.8,,
20.03.04,12:00:00,2.6,11.7,108,16.3,50.0,34.32243323,51.57067828
25.03.04,17:00:00,2.0,9.4,88,17.1,37.4,83.40096365,112.2673459
07.11.04,22:00:00,1.8,7.3,117,12.7,51.2,,
29.04.04,3:00:00,0.4,2.3,-200,15.6,61.2,174.32308500000005,210.9569242
16.09.04,1:00:00,0.8,4.8,55,21.9,67.1,,
28.02.05,16:00:00,0.9,2.5,114,3.3,33.1,,
20.06.04,21:00:00,1.4,-200.0,85,-200.0,-200.0,,
23.05.04,3:00:00,1.9,12.6,-200,18.1,61.6,117.0488906,62.60552439999999
11.05.04,2:00:00,0.2,1.6,43,14.3,61.9,115.8592456,60.81348156
06.01.05,18:00:00,2.1,8.9,153,14.5,57.5,,
10.01.05,22:00:00,2.6,11.9,126,13.0,70.0,,
29.06.04,16:00:00,2.7,17.6,172,38.0,25.0,,
30.06.04,19:00:00,4.9,23.3,197,34.0,32.9,,
29.05.04,5:00:00,-200.0,1.5,29,17.7,49.7,,
22.09.04,9:00:00,5.5,29.0,165,23.5,52.0,,
30.07.04,16:00:00,-200.0,9.6,124,39.3,18.9,,
05.05.04,20:00:00,2.1,9.2,79,15.9,70.7,55.14556803,169.411646
17.03.04,3:00:00,0.7,2.6,-200,13.1,57.9,26.34273913,58.62736159
29.06.04,22:00:00,2.3,12.6,112,29.3,45.8,,
29.08.04,23:00:00,-200.0,12.2,-200,25.1,51.5,,
05.07.04,0:00:00,1.5,9.0,93,24.7,38.7,,
06.07.04,14:00:00,1.8,11.3,132,39.9,15.8,,
24.03.04,2:00:00,0.9,2.7,61,11.3,60.0,90.13577336,120.4128441
26.06.04,0:00:00,1.2,6.2,79,24.0,31.2,,
06.01.05,7:00:00,0.7,2.6,69,12.3,62.7,,
01.03.05,15:00:00,0.9,2.7,107,3.3,31.5,,
09.09.04,0:00:00,1.4,7.5,119,24.9,28.3,,
28.06.04,15:00:00,2.0,13.1,129,40.4,20.0,,
25.01.05,7:00:00,-200.0,0.4,60,3.9,47.3,,
01.08.04,17:00:00,0.9,5.3,84,38.5,19.8,,
26.12.04,17:00:00,2.1,6.9,129,13.6,68.9,,
06.10.04,20:00:00,-200.0,31.0,-200,23.3,54.4,,
08.12.04,12:00:00,2.1,9.5,92,16.0,58.1,,
23.08.04,7:00:00,-200.0,7.6,-200,21.8,48.6,,
14.03.04,1:00:00,2.8,11.9,119,14.6,51.5,28.52243308,52.66225839
01.11.04,10:00:00,2.2,12.4,74,23.1,61.3,,
18.01.05,22:00:00,0.1,3.3,104,11.3,71.8,,
23.03.04,21:00:00,1.7,7.6,101,12.6,54.2,79.19224659999998,104.4164005
23.03.05,17:00:00,2.5,12.3,159,23.2,23.3,,
24.02.05,16:00:00,3.0,13.3,267,7.6,70.8,,
28.06.04,9:00:00,4.6,24.2,182,28.5,36.8,,
20.05.04,7:00:00,2.8,19.6,97,16.6,55.9,129.1397914,61.08203773
16.01.05,23:00:00,1.5,5.2,145,6.6,42.6,,
04.05.04,13:00:00,2.3,12.3,100,21.4,47.7,49.60425128,138.1480622
07.08.04,3:00:00,0.6,2.6,-200,23.3,63.3,,
08.01.05,3:00:00,1.4,3.8,-200,7.2,72.3,,
22.07.04,3:00:00,0.9,4.8,-200,25.2,51.4,,
14.01.05,6:00:00,1.3,5.0,109,5.3,80.4,,
30.04.04,4:00:00,-200.0,4.0,56,15.4,78.5,56.26596943,168.2136334
16.04.04,16:00:00,4.7,17.7,140,14.6,74.9,142.43135569999995,149.7102775
18.06.04,5:00:00,0.4,2.6,36,21.9,50.1,,
15.03.05,19:00:00,6.3,30.9,243,18.0,36.0,,
05.12.04,23:00:00,1.0,3.3,73,13.1,64.3,,
22.08.04,9:00:00,-200.0,6.0,-200,25.2,47.4,,
24.02.05,17:00:00,3.0,13.2,262,7.2,72.4,,
09.07.04,15:00:00,1.5,10.3,138,33.2,20.4,,
06.07.04,12:00:00,3.4,19.3,179,38.2,20.9,,
24.07.04,21:00:00,0.9,3.7,53,27.2,45.9,,
06.10.04,22:00:00,-200.0,11.0,-200,22.7,55.8,,
14.05.04,22:00:00,2.3,12.4,111,20.8,34.5,117.1301148,70.24840641
31.03.04,8:00:00,4.1,19.9,115,13.2,61.1,72.02016091,106.40955459999998
24.10.04,22:00:00,1.2,7.1,62,20.2,65.8,,
18.09.04,13:00:00,1.6,7.6,79,27.6,28.7,,
14.06.04,12:00:00,1.2,5.3,72,25.5,38.3,,
07.01.05,23:00:00,3.3,11.6,132,5.8,81.3,,
14.02.05,10:00:00,1.7,11.6,168,11.5,39.6,,
28.01.05,6:00:00,0.6,1.6,79,4.1,48.1,,
08.01.05,18:00:00,4.3,16.5,188,12.5,63.6,,
06.02.05,21:00:00,1.4,3.7,149,5.8,35.4,,
15.03.04,16:00:00,2.3,11.5,99,24.4,29.4,38.09978131,56.34804842
30.04.04,19:00:00,5.7,26.9,135,19.8,58.6,31.73858614,151.13884850000005
03.10.04,10:00:00,-200.0,10.7,-200,23.5,54.5,,
29.01.05,14:00:00,1.2,3.0,102,3.4,46.6,,
16.06.04,10:00:00,2.4,12.2,115,27.1,38.8,,
27.07.04,13:00:00,-200.0,6.9,81,31.7,26.4,,
06.07.04,18:00:00,4.4,25.0,194,37.9,13.9,,
15.06.04,7:00:00,4.4,24.7,116,20.9,49.3,,
09.01.05,9:00:00,0.7,1.9,60,13.8,60.5,,
04.01.05,4:00:00,0.6,-200.0,72,-200.0,-200.0,,
27.12.04,15:00:00,2.0,8.0,117,12.4,72.6,,
20.02.05,4:00:00,1.5,4.9,130,8.2,46.9,,
20.03.04,15:00:00,1.7,7.6,87,19.5,42.3,48.67534778,51.13202482
30.04.04,16:00:00,4.0,18.0,114,20.9,60.8,41.66804049,153.27642880000005
08.12.04,10:00:00,1.7,7.6,81,13.1,66.2,,
04.02.05,19:00:00,3.0,11.8,204,8.1,41.0,,
22.07.04,21:00:00,2.5,15.0,112,32.2,30.4,,
09.05.04,9:00:00,-200.0,4.8,-200,17.9,44.8,129.3749035,69.98909526
20.10.04,14:00:00,-200.0,24.6,-200,25.4,55.1,,
21.03.05,1:00:00,1.6,4.7,104,13.3,66.4,,
08.09.04,13:00:00,-200.0,-200.0,-200,-200.0,-200.0,,
07.02.05,17:00:00,1.7,6.9,187,10.5,27.8,,
28.02.05,1:00:00,1.0,1.8,94,4.0,52.9,,
02.07.04,7:00:00,2.6,17.5,102,25.7,49.7,,
28.08.04,3:00:00,0.6,3.8,-200,19.8,59.3,,
08.11.04,19:00:00,6.6,28.9,-200,10.6,53.4,,
28.09.04,10:00:00,3.7,19.9,177,21.0,37.2,,
02.04.04,5:00:00,0.7,2.6,66,11.3,72.9,70.60119155,113.9200067
27.11.04,23:00:00,2.7,10.1,89,11.2,78.3,,
10.11.04,16:00:00,2.4,11.3,105,11.1,58.6,,
12.08.04,21:00:00,1.3,7.5,67,29.3,50.2,,
13.06.04,22:00:00,0.7,2.3,54,19.8,45.7,,
08.02.05,1:00:00,0.9,1.4,74,7.0,39.8,,
22.11.04,11:00:00,2.7,25.4,239,6.8,49.8,,
05.01.05,14:00:00,3.1,13.2,155,14.3,61.2,,
13.03.05,1:00:00,0.1,3.1,113,12.3,56.0,,
22.12.04,20:00:00,4.1,15.4,174,5.9,37.8,,
22.01.05,7:00:00,0.5,13.2,193,5.6,80.4,,
11.07.04,16:00:00,0.6,4.7,63,33.0,17.7,,
03.04.05,9:00:00,1.2,4.1,118,17.8,30.7,,
10.03.05,1:00:00,1.3,4.5,109,7.5,65.9,,
26.06.04,9:00:00,2.4,14.0,129,24.5,34.3,,
16.05.04,7:00:00,0.8,4.2,58,13.8,51.4,124.920349,70.22715379
01.09.04,11:00:00,1.9,11.2,122,30.0,31.6,,
21.09.04,14:00:00,2.3,12.7,143,29.2,37.9,,
20.07.04,7:00:00,-200.0,24.8,135,24.8,43.2,,
26.06.04,2:00:00,0.9,4.5,61,21.2,37.6,,
10.03.05,9:00:00,3.9,21.2,168,7.5,64.5,,
23.10.04,3:00:00,0.8,4.6,-200,19.3,68.1,,
02.12.04,15:00:00,3.9,19.0,136,19.2,57.9,,
16.01.05,14:00:00,0.8,1.9,85,11.4,32.0,,
03.06.04,4:00:00,-200.0,1.7,24,18.6,64.5,,
15.03.04,13:00:00,2.9,14.9,119,23.3,32.2,39.75437667,51.71488838
03.11.04,8:00:00,2.2,15.5,75,18.8,62.5,,
18.08.04,1:00:00,-200.0,6.0,-200,25.1,40.1,,
06.01.05,17:00:00,1.9,7.7,134,15.6,54.8,,
20.10.04,0:00:00,-200.0,12.8,-200,19.0,71.6,,
06.01.05,0:00:00,1.6,5.6,115,12.5,63.7,,
15.09.04,8:00:00,-200.0,27.6,-200,21.2,72.3,,
24.09.04,1:00:00,0.9,5.3,59,21.5,57.9,,
06.04.04,2:00:00,0.5,1.5,39,15.0,59.2,135.76414530000002,141.8242017
05.08.04,23:00:00,-200.0,5.7,72,22.7,68.4,,
16.06.04,23:00:00,2.4,13.4,98,22.5,45.3,,
15.12.04,3:00:00,0.9,-200.0,-200,-200.0,-200.0,,
28.02.05,21:00:00,1.6,3.6,123,1.0,36.6,,
28.10.04,0:00:00,0.9,4.5,58,16.9,72.0,,
13.07.04,6:00:00,1.3,7.3,62,16.2,57.4,,
26.09.04,2:00:00,1.4,7.8,90,15.6,51.9,,
19.06.04,17:00:00,1.0,-200.0,63,-200.0,-200.0,,
08.04.04,6:00:00,1.1,4.8,64,8.1,70.4,124.83676979999998,167.6497506
21.09.04,23:00:00,1.3,7.7,77,22.1,58.4,,
23.03.05,5:00:00,0.5,1.8,63,15.0,64.8,,
07.02.05,22:00:00,1.0,2.7,117,7.1,39.6,,
22.03.05,15:00:00,2.0,9.1,130,25.5,28.3,,
20.06.04,3:00:00,1.4,-200.0,-200,-200.0,-200.0,,
24.08.04,6:00:00,1.1,5.7,71,20.1,47.8,,
22.05.04,23:00:00,3.1,15.3,100,20.2,52.9,114.96554240000002,60.78500241
06.03.05,18:00:00,2.3,8.6,162,10.1,33.2,,
26.03.05,16:00:00,1.6,7.7,99,25.7,35.7,,
26.01.05,8:00:00,0.3,3.3,136,3.3,50.2,,
23.09.04,21:00:00,2.3,12.6,116,25.1,50.5,,
01.03.05,7:00:00,0.5,1.0,84,-0.6,41.4,,
18.08.04,18:00:00,1.5,8.9,72,36.4,26.8,,
21.04.04,13:00:00,-200.0,10.5,-200,25.8,26.1,178.52040730000004,220.7999461
25.01.05,8:00:00,0.2,2.9,115,4.3,45.9,,
05.06.04,2:00:00,1.6,9.2,-200,19.8,53.1,,
09.11.04,16:00:00,1.5,7.5,-200,13.8,40.7,,
01.07.04,21:00:00,1.9,10.2,111,28.7,34.7,,
08.03.05,18:00:00,3.1,16.5,204,13.2,23.9,,
27.07.04,18:00:00,-200.0,11.9,128,31.4,22.7,,
12.11.04,18:00:00,4.0,16.6,163,16.2,60.2,,
15.09.04,13:00:00,-200.0,17.2,-200,24.1,65.5,,
25.06.04,10:00:00,1.9,8.0,113,29.9,33.2,,
12.01.05,3:00:00,1.1,4.3,-200,11.5,68.2,,
17.06.04,21:00:00,1.7,8.2,97,25.8,40.9,,
05.11.04,16:00:00,5.0,29.8,144,24.7,43.6,,
25.03.05,5:00:00,0.8,3.3,87,13.7,82.0,,
02.01.05,13:00:00,2.8,9.6,171,10.3,44.9,,
17.04.04,3:00:00,-200.0,5.1,-200,12.4,82.4,176.50892199999996,220.1342423
28.03.05,1:00:00,1.2,3.0,101,14.4,78.0,,
10.09.04,3:00:00,0.5,2.8,-200,24.2,38.5,,
18.03.05,18:00:00,4.1,20.1,225,22.1,25.6,,
01.02.05,14:00:00,4.2,18.8,179,11.8,44.4,,
22.11.04,10:00:00,3.1,63.7,218,6.2,51.8,,
20.09.04,19:00:00,6.5,34.9,225,28.1,32.4,,
16.09.04,17:00:00,3.3,17.7,124,23.8,46.1,,
24.03.05,0:00:00,1.9,9.9,144,15.9,47.0,,
02.04.05,8:00:00,0.9,2.5,121,14.2,36.9,,
02.09.04,16:00:00,-200.0,13.7,-200,38.7,17.3,,
06.12.04,16:00:00,2.7,15.6,114,18.7,53.0,,
10.09.04,22:00:00,1.6,9.2,127,26.0,33.4,,
26.09.04,1:00:00,2.5,11.7,101,15.5,52.2,,
29.10.04,0:00:00,1.0,4.3,65,19.9,64.9,,
31.03.05,12:00:00,1.2,4.3,108,22.8,33.0,,
11.03.05,10:00:00,3.0,19.3,211,11.1,38.4,,
28.03.04,8:00:00,1.3,4.7,75,9.7,58.6,72.87482974,106.48280459999998
14.11.04,8:00:00,0.3,0.3,29,10.6,36.1,,
05.12.04,13:00:00,2.4,6.7,89,12.0,80.0,,
11.04.04,15:00:00,0.9,3.1,46,22.0,19.0,144.345775,152.16669819999996
23.04.04,6:00:00,0.8,4.9,67,14.3,55.4,174.8012582,200.9219209
01.04.04,18:00:00,4.2,21.2,132,22.8,32.1,86.66776306,110.9446413
27.04.04,13:00:00,3.0,18.0,107,28.2,20.4,170.3481951,203.6522444
30.04.04,5:00:00,0.8,4.5,66,15.7,74.7,37.04963286,144.35505790000005
25.12.04,22:00:00,4.5,15.8,127,10.4,82.5,,
19.04.04,6:00:00,-200.0,6.9,-200,14.0,70.9,178.5825253,218.5168409
20.08.04,8:00:00,-200.0,12.9,-200,27.9,54.9,,
20.08.04,11:00:00,-200.0,7.7,-200,35.6,32.2,,
24.01.05,17:00:00,1.0,7.6,163,8.9,38.1,,
18.10.04,14:00:00,-200.0,18.5,-200,19.9,55.4,,
16.09.04,10:00:00,2.5,13.0,96,22.9,59.1,,
03.04.05,14:00:00,1.0,4.2,87,28.5,13.1,,
27.07.04,5:00:00,-200.0,2.7,37,25.1,42.3,,
05.11.04,23:00:00,1.3,7.6,69,17.8,66.9,,
15.10.04,4:00:00,-200.0,2.3,-200,15.2,79.4,,
04.01.05,10:00:00,3.1,-200.0,171,-200.0,-200.0,,
10.09.04,10:00:00,2.0,12.8,131,30.3,23.0,,
18.07.04,2:00:00,1.1,5.5,64,24.3,38.1,,
22.04.04,7:00:00,-200.0,13.8,-200,13.9,57.2,183.0864631,217.3333502
04.09.04,4:00:00,0.8,4.7,-200,23.0,52.7,,
28.07.04,11:00:00,-200.0,10.4,91,34.2,15.8,,
20.05.04,9:00:00,4.0,18.1,83,20.7,46.4,130.92946990000002,64.50827149999999
10.04.04,2:00:00,1.7,6.4,75,11.4,69.8,142.87479230000002,153.2450711
27.07.04,14:00:00,-200.0,6.4,87,31.7,25.6,,
08.01.05,1:00:00,2.4,6.7,114,6.4,76.3,,
25.09.04,9:00:00,1.0,4.6,52,16.9,47.7,,
21.11.04,12:00:00,1.5,10.1,186,10.9,33.8,,
03.09.04,6:00:00,-200.0,5.1,-200,22.9,56.2,,
13.07.04,13:00:00,2.3,11.5,112,34.5,13.3,,
30.04.04,18:00:00,4.2,21.0,122,20.8,54.4,47.2368799,141.2341934
22.04.04,12:00:00,-200.0,13.6,-200,28.1,24.4,178.8995129,217.994144
08.10.04,6:00:00,1.7,10.8,50,18.2,70.0,,
06.03.05,16:00:00,1.5,4.0,146,12.0,27.7,,
14.12.04,15:00:00,3.3,20.6,188,16.7,47.3,,
07.10.04,2:00:00,-200.0,3.7,-200,20.3,66.3,,
16.08.04,5:00:00,0.4,2.4,43,21.5,45.6,,
09.12.04,19:00:00,3.2,12.2,135,15.1,45.4,,
03.08.04,5:00:00,-200.0,2.5,86,27.2,47.2,,
