CO,Benzene,NO2,Temperature,Humidity(%),Datetime
4.3,24.6,166,25.9,44.3,2004-10-06 09:00:00
1.5,5.8,79,14.6,64.7,2004-06-12 23:00:00
-200.0,8.0,-200,33.5,29.0,2004-08-28 18:00:00
1.7,7.6,102,17.6,34.1,2005-09-03 16:00:00
1.3,6.3,101,19.7,33.7,2004-07-05 11:00:00
0.8,2.3,80,22.0,20.2,2005-02-04 14:00:00
-200.0,7.8,-200,16.7,56.5,2004-04-04 00:00:00
1.0,-200.0,59,-200.0,-200.0,2004-06-20 12:00:00
0.4,2.0,-200,22.7,53.8,2004-09-24 03:00:00
0.7,2.1,93,13.5,37.8,2005-02-04 23:00:00
2.6,14.0,151,10.4,62.7,2005-03-15 08:00:00
2.8,-200.0,165,-200.0,-200.0,2005-04-01 13:00:00
1.1,2.5,97,9.1,56.2,2005-02-20 12:00:00
0.8,8.3,89,21.4,46.5,2004-07-19 06:00:00
0.8,5.3,36,26.7,60.7,2004-11-08 02:00:00
-200.0,7.2,-200,27.2,46.0,2004-04-08 20:00:00
1.1,5.5,85,29.4,30.5,2004-08-15 21:00:00
0.7,4.3,43,19.6,56.1,2004-08-28 07:00:00
0.9,4.7,52,31.6,35.5,2004-08-14 10:00:00
0.9,5.8,57,22.3,50.6,2004-09-06 02:00:00
2.4,9.9,108,17.3,79.9,2004-10-30 00:00:00
1.5,7.7,85,10.6,63.3,2004-03-18 07:00:00
-200.0,3.8,-200,35.5,34.9,2004-08-20 13:00:00
-200.0,17.0,-200,16.7,44.6,2004-08-05 19:00:00
-200.0,1.9,-200,19.2,50.3,2004-09-30 03:00:00
1.9,5.7,132,4.5,43.9,2004-12-22 23:00:00
4.4,20.2,117,17.8,51.1,2004-10-05 09:00:00
1.8,5.8,119,8.0,52.2,2005-01-21 00:00:00
2.6,10.3,119,16.2,54.5,2004-08-12 18:00:00
-200.0,5.7,-200,27.6,45.2,2004-04-08 21:00:00
1.2,7.2,59,15.8,79.6,2004-10-25 06:00:00
1.9,5.9,149,13.6,63.5,2005-03-20 01:00:00
-200.0,16.2,148,31.4,18.6,2004-07-28 10:00:00
0.4,2.6,38,17.8,54.1,2004-07-06 02:00:00
0.4,0.7,66,2.5,52.7,2005-02-28 07:00:00
1.7,9.7,67,32.3,43.6,2004-10-08 20:00:00
2.4,13.0,173,38.1,16.5,2004-07-16 16:00:00
4.6,21.4,182,10.0,71.5,2004-10-11 20:00:00
-200.0,3.2,31,18.9,67.8,2004-02-06 04:00:00
4.4,28.7,118,25.9,55.8,2004-10-21 18:00:00
2.3,3.9,93,9.7,49.8,2004-12-20 14:00:00
1.1,6.8,56,20.4,61.1,2004-03-11 00:00:00
1.2,4.4,70,28.2,41.9,2004-07-24 20:00:00
-200.0,26.0,-200,22.4,64.6,2004-10-20 11:00:00
0.9,4.9,75,25.8,41.0,2004-06-07 01:00:00
-200.0,0.7,-200,8.5,44.8,2004-12-30 06:00:00
1.8,5.5,103,13.4,43.2,2004-03-28 20:00:00
1.8,8.9,75,15.1,54.5,2004-06-05 13:00:00
0.5,0.9,29,13.6,46.7,2005-01-04 03:00:00
4.0,15.1,174,2.7,63.4,2005-02-02 08:00:00
-200.0,9.7,-200,33.8,21.9,2004-11-09 12:00:00
1.9,8.6,149,12.9,31.8,2005-04-02 14:00:00
1.7,9.6,102,31.2,32.4,2004-06-19 11:00:00
0.4,1.2,-200,13.1,67.6,2004-12-11 03:00:00
1.4,3.7,149,5.8,35.4,2005-06-02 21:00:00
0.9,3.0,-200,8.7,82.4,2004-01-12 03:00:00
1.6,4.8,116,12.4,24.0,2004-11-12 00:00:00
-200.0,5.7,72,22.7,68.4,2004-05-08 23:00:00
1.9,8.3,210,5.1,74.5,2005-02-23 13:00:00
-200.0,8.3,-200,22.0,38.9,2004-10-16 11:00:00
1.9,9.8,62,20.3,71.1,2004-01-11 09:00:00
3.7,17.2,103,24.7,56.9,2004-10-10 00:00:00
7.5,-200.0,231,-200.0,-200.0,2004-12-16 18:00:00
-200.0,2.5,58,21.2,39.4,2004-06-26 04:00:00
0.5,4.0,80,18.4,43.9,2004-05-29 07:00:00
-200.0,9.2,-200,14.6,74.9,2004-04-17 10:00:00
-200.0,13.4,-200,23.3,35.8,2004-03-04 12:00:00
2.5,11.8,99,25.0,50.1,2004-10-24 17:00:00
2.2,12.2,68,17.0,76.1,2004-10-26 00:00:00
0.7,3.6,48,38.9,20.3,2004-08-14 16:00:00
2.0,8.9,106,12.0,69.7,2004-03-19 00:00:00
0.8,3.8,64,20.6,41.2,2004-05-23 09:00:00
-200.0,3.8,-200,25.7,36.9,2004-08-21 07:00:00
0.5,1.1,51,6.9,42.2,2005-02-17 06:00:00
2.2,7.0,135,8.6,53.6,2005-01-19 19:00:00
2.5,15.7,88,24.0,49.3,2004-01-06 13:00:00
1.0,2.7,64,14.8,40.8,2004-03-31 01:00:00
-200.0,6.3,83,20.2,42.5,2004-07-28 06:00:00
0.7,5.7,64,21.1,47.1,2004-07-15 06:00:00
2.9,14.7,214,13.5,18.7,2005-01-31 15:00:00
0.3,4.1,75,21.2,46.3,2004-07-19 05:00:00
-200.0,19.9,-200,22.8,58.1,2004-01-10 20:00:00
1.2,6.6,49,27.2,59.1,2004-11-08 01:00:00
2.1,15.0,111,27.2,48.5,2004-10-21 14:00:00
-200.0,12.4,-200,19.7,56.6,2004-10-14 17:00:00
1.3,4.5,-200,12.6,58.6,2004-04-25 03:00:00
2.3,8.0,117,9.6,83.0,2004-11-30 22:00:00
1.0,5.2,61,16.8,59.5,2004-04-29 01:00:00
2.8,17.4,121,26.1,42.6,2004-09-30 15:00:00
2.6,11.5,164,13.5,27.9,2004-11-15 17:00:00
1.8,7.2,122,14.4,30.2,2004-10-12 10:00:00
1.2,3.7,82,10.6,57.7,2004-12-04 20:00:00
-200.0,26.9,-200,25.7,44.1,2004-06-10 18:00:00
4.7,24.1,154,21.2,40.1,2004-02-04 19:00:00
0.3,0.7,46,10.9,80.3,2004-12-26 06:00:00
4.5,23.0,109,16.6,78.0,2004-04-05 07:00:00
0.5,1.1,48,10.5,37.9,2004-11-14 15:00:00
0.6,1.7,-200,14.4,32.8,2004-12-04 03:00:00
-200.0,6.9,81,31.7,26.4,2004-07-27 13:00:00
1.4,9.3,75,25.5,47.6,2004-06-27 01:00:00
1.5,4.9,83,12.0,79.8,2004-05-05 23:00:00
1.0,3.6,-200,11.1,69.3,2004-10-04 03:00:00
-200.0,10.9,-200,26.1,41.1,2004-11-09 21:00:00
3.7,17.5,192,20.3,46.7,2004-11-13 12:00:00
0.8,4.2,58,13.8,51.4,2004-05-16 07:00:00
-200.0,5.2,-200,11.3,73.8,2004-09-05 06:00:00
1.6,8.8,106,5.3,50.7,2005-01-01 01:00:00
1.8,9.8,-200,37.1,21.2,2004-04-09 13:00:00
3.0,15.5,160,29.7,25.0,2004-07-14 20:00:00
0.5,1.1,58,11.6,61.0,2005-03-15 04:00:00
1.0,5.2,51,15.7,76.3,2004-10-28 01:00:00
-200.0,19.2,-200,16.3,51.3,2004-05-28 07:00:00
1.1,3.9,91,12.4,69.5,2005-11-01 02:00:00
2.5,16.0,82,24.3,47.8,2004-08-17 08:00:00
2.0,10.9,94,23.0,48.1,2004-06-25 01:00:00
3.8,10.9,192,4.3,83.6,2005-03-03 21:00:00
-200.0,20.3,-200,18.8,73.7,2004-10-19 22:00:00
1.4,7.2,89,12.5,76.4,2004-02-12 07:00:00
5.4,21.8,134,9.7,64.6,2004-12-03 23:00:00
-200.0,8.5,96,26.3,29.0,2004-07-28 23:00:00
0.8,4.5,-200,25.2,46.4,2004-04-09 03:00:00
-200.0,5.4,-200,36.2,21.4,2004-08-29 16:00:00
-200.0,6.2,-200,26.9,44.4,2004-03-10 16:00:00
5.6,31.1,123,15.4,53.3,2004-04-23 08:00:00
4.3,18.4,178,17.2,34.2,2004-12-12 16:00:00
4.5,23.3,165,24.3,30.1,2004-02-04 18:00:00
3.0,11.9,129,22.2,28.4,2004-03-14 16:00:00
-200.0,5.6,-200,9.1,37.2,2004-12-31 22:00:00
1.3,4.0,94,11.3,40.3,2004-11-15 23:00:00
1.2,6.0,62,35.1,29.6,2004-07-24 17:00:00
0.5,4.8,129,4.9,45.3,2005-01-26 14:00:00
-200.0,14.8,111,28.1,40.3,2004-07-30 22:00:00
1.6,10.0,61,15.5,77.2,2004-10-28 06:00:00
0.5,2.4,44,17.2,43.1,2004-05-24 01:00:00
2.0,8.8,105,14.6,65.9,2004-11-30 12:00:00
-200.0,19.1,-200,31.3,16.2,2004-04-22 16:00:00
3.0,16.2,102,23.3,57.5,2004-10-23 11:00:00
-200.0,6.4,-200,28.2,48.6,2004-12-09 12:00:00
-200.0,4.2,-200,15.3,59.0,2004-04-04 08:00:00
4.3,17.4,133,12.7,70.4,2004-07-05 18:00:00
1.2,4.5,92,12.9,69.9,2004-12-11 00:00:00
5.5,23.7,189,18.8,58.3,2005-03-25 20:00:00
2.8,13.8,148,14.2,60.0,2005-05-01 16:00:00
0.8,4.4,57,13.3,67.0,2004-04-29 05:00:00
-200.0,4.0,56,15.4,78.5,2004-04-30 04:00:00
1.2,6.5,53,38.3,27.1,2004-07-24 13:00:00
1.0,1.9,108,5.7,54.3,2005-02-26 07:00:00
2.0,8.9,142,18.5,31.2,2004-05-17 08:00:00
2.2,14.4,128,27.0,17.8,2004-03-18 15:00:00
3.1,14.7,186,4.6,52.1,2005-01-17 10:00:00
3.4,17.4,109,17.4,68.9,2004-03-05 09:00:00
4.0,13.8,185,6.3,42.6,2004-12-21 21:00:00
4.0,17.8,175,17.4,57.3,2005-03-24 22:00:00
-200.0,3.9,-200,20.2,64.4,2004-03-10 04:00:00
1.6,8.5,67,27.8,57.4,2004-12-08 23:00:00
-200.0,4.0,-200,25.9,55.1,2004-04-08 03:00:00
-200.0,6.4,162,5.0,47.5,2005-01-23 10:00:00
1.9,-200.0,109,-200.0,-200.0,2004-08-27 17:00:00
4.0,16.3,-200,31.0,33.1,2004-03-09 20:00:00
-200.0,8.0,-200,21.9,39.4,2004-10-14 11:00:00
3.4,12.1,158,5.1,58.4,2004-12-24 02:00:00
1.6,20.3,194,12.0,56.5,2005-01-21 19:00:00
2.3,9.9,111,16.2,55.4,2004-03-20 22:00:00
-200.0,4.0,-200,17.2,66.7,2004-10-16 22:00:00
1.8,7.8,83,26.9,49.6,2004-08-24 23:00:00
2.2,-200.0,131,-200.0,-200.0,2005-10-02 15:00:00
1.0,6.0,65,25.4,49.3,2004-04-07 09:00:00
2.4,5.2,136,3.5,60.9,2005-02-02 07:00:00
0.2,4.2,46,32.0,15.0,2004-05-30 15:00:00
3.4,16.2,97,11.7,63.7,2004-03-16 08:00:00
1.4,3.7,134,13.8,30.6,2005-01-04 20:00:00
4.8,25.7,122,26.5,52.7,2004-09-10 19:00:00
-200.0,8.0,97,27.7,37.9,2004-07-26 23:00:00
0.3,1.5,24,18.9,55.2,2004-06-21 04:00:00
4.3,21.9,162,26.4,30.1,2004-05-19 18:00:00
-200.0,9.0,169,8.3,41.3,2005-01-23 15:00:00
0.7,1.7,39,15.7,42.5,2004-04-27 01:00:00
-200.0,5.7,-200,24.8,31.3,2004-04-06 10:00:00
-200.0,13.7,-200,29.9,35.2,2004-08-29 19:00:00
2.4,13.6,139,40.0,18.8,2004-10-06 16:00:00
0.6,4.2,42,23.0,54.6,2004-04-07 07:00:00
0.3,0.6,22,8.8,80.5,2004-03-23 05:00:00
2.4,12.0,116,27.5,32.6,2004-10-06 21:00:00
2.3,5.2,102,9.8,41.9,2004-12-20 16:00:00
6.5,34.9,225,28.1,32.4,2004-09-20 19:00:00
4.4,19.2,145,14.3,66.1,2004-02-12 10:00:00
1.2,3.3,61,19.6,27.4,2004-11-04 17:00:00
1.8,9.9,93,27.5,31.6,2004-04-24 17:00:00
4.4,27.2,139,7.6,70.6,2004-12-14 09:00:00
0.9,3.8,-200,15.1,57.6,2004-03-04 03:00:00
2.0,9.1,93,4.0,84.4,2004-11-25 06:00:00
3.2,16.8,129,20.7,58.6,2004-10-27 12:00:00
0.9,4.1,96,13.6,82.8,2005-03-25 04:00:00
7.3,33.7,158,17.4,47.8,2004-04-15 19:00:00
2.0,10.1,82,32.7,33.0,2004-08-31 17:00:00
1.7,9.0,89,25.6,36.0,2004-04-24 15:00:00
0.9,3.4,59,19.4,25.7,2004-04-25 15:00:00
2.3,9.0,94,16.8,36.9,2004-03-28 10:00:00
-200.0,27.7,140,25.8,42.2,2004-07-21 08:00:00
2.7,15.0,165,22.7,24.4,2005-03-17 18:00:00
0.5,4.0,53,24.0,37.8,2004-07-07 05:00:00
-200.0,7.6,150,5.7,44.3,2005-01-23 02:00:00
0.7,5.9,69,20.5,49.3,2004-03-07 06:00:00
1.0,3.7,69,16.4,79.2,2004-04-05 01:00:00
-200.0,17.5,145,41.3,15.5,2004-07-20 17:00:00
1.1,4.0,115,19.2,29.5,2005-01-04 12:00:00
3.9,21.2,136,21.4,44.4,2004-04-29 16:00:00
-200.0,3.2,-200,15.2,55.9,2004-10-14 06:00:00
-200.0,1.3,69,12.2,37.2,2004-03-30 04:00:00
0.6,5.1,84,18.0,51.4,2004-05-29 02:00:00
2.9,13.9,142,12.8,46.9,2005-01-21 14:00:00
3.8,17.6,199,21.1,44.5,2004-11-13 11:00:00
3.0,15.0,120,16.8,44.3,2004-06-04 18:00:00
2.2,12.9,138,30.9,26.9,2004-07-17 10:00:00
2.2,13.2,74,21.3,68.5,2004-10-22 00:00:00
1.9,9.7,127,3.5,80.3,2005-01-15 08:00:00
2.3,10.0,138,12.5,63.2,2004-12-27 09:00:00
2.3,12.2,96,21.0,69.3,2004-10-23 21:00:00
1.3,5.3,96,12.0,54.9,2004-03-23 22:00:00
0.5,2.1,44,18.3,65.1,2004-12-10 02:00:00
3.9,16.5,187,11.6,76.0,2004-11-11 18:00:00
3.2,9.8,165,4.9,67.1,2005-01-16 01:00:00
2.2,5.3,159,0.8,36.3,2005-01-03 21:00:00
2.0,11.9,106,29.6,28.6,2004-09-19 13:00:00
1.1,4.0,109,9.8,61.2,2005-02-14 02:00:00
0.6,1.5,60,12.5,65.9,2004-05-12 06:00:00
4.3,-200.0,250,-200.0,-200.0,2005-10-02 10:00:00
4.7,20.1,158,15.6,71.4,2004-11-27 14:00:00
-200.0,17.2,-200,24.1,65.5,2004-09-15 13:00:00
1.6,5.4,112,12.5,63.8,2005-06-01 02:00:00
-200.0,13.3,-200,21.3,33.0,2004-05-27 21:00:00
1.5,5.0,174,4.2,40.9,2005-07-03 22:00:00
0.5,2.5,42,20.5,54.3,2004-08-06 02:00:00
0.8,3.9,64,18.7,49.0,2004-07-06 01:00:00
2.6,7.4,187,5.7,42.1,2005-02-17 01:00:00
1.4,5.5,75,13.0,69.4,2004-07-12 01:00:00
0.8,1.6,69,6.8,58.6,2004-11-17 05:00:00
3.1,16.7,148,30.8,28.7,2004-06-15 18:00:00
1.3,4.1,-200,25.3,36.9,2004-06-09 00:00:00
3.4,17.4,115,19.4,60.9,2004-04-30 13:00:00
1.1,3.5,70,13.1,67.4,2004-07-12 02:00:00
0.2,0.2,-200,0.1,40.0,2005-01-03 03:00:00
3.2,16.8,119,25.4,43.2,2004-06-24 22:00:00
1.8,10.4,119,20.2,47.2,2004-05-28 20:00:00
2.8,14.3,152,20.8,34.4,2004-03-18 11:00:00
1.7,7.7,99,25.8,18.6,2004-05-17 15:00:00
1.4,8.1,79,18.3,65.5,2004-09-21 06:00:00
2.1,11.7,136,32.3,16.7,2004-07-14 16:00:00
2.1,8.7,-200,5.1,84.0,2004-11-25 03:00:00
2.9,11.5,128,8.0,81.1,2004-11-03 14:00:00
2.8,10.1,202,8.0,41.3,2005-02-18 21:00:00
2.2,12.0,149,23.3,23.8,2005-03-23 16:00:00
2.0,12.2,125,42.0,15.8,2004-07-22 13:00:00
0.8,5.3,73,23.1,49.9,2004-02-09 02:00:00
-200.0,4.3,-200,22.9,45.7,2004-08-18 05:00:00
1.1,6.3,51,22.2,65.2,2004-10-10 08:00:00
1.6,8.0,96,13.8,47.4,2004-04-13 11:00:00
4.7,25.6,173,27.2,45.9,2004-09-23 19:00:00
0.5,1.0,79,2.6,58.6,2005-01-17 05:00:00
1.4,8.2,86,37.7,16.0,2004-06-26 13:00:00
3.9,17.6,231,9.3,55.5,2005-03-02 20:00:00
2.0,10.3,123,24.1,33.3,2005-03-24 15:00:00
2.2,8.8,193,5.8,77.8,2005-02-21 18:00:00
1.4,7.3,156,4.6,67.6,2005-12-02 06:00:00
1.0,2.8,81,12.3,67.5,2004-05-12 04:00:00
1.8,8.8,100,18.9,40.6,2004-04-27 22:00:00
0.9,7.1,168,13.2,55.6,2005-03-13 23:00:00
3.5,19.4,178,36.4,27.3,2004-08-07 18:00:00
2.5,12.0,119,18.4,52.6,2004-06-12 12:00:00
1.2,8.0,83,22.9,43.6,2004-06-23 00:00:00
-200.0,0.4,29,5.5,42.4,2005-01-25 02:00:00
-200.0,13.7,-200,8.6,60.5,2004-08-11 21:00:00
0.8,2.0,115,0.3,53.7,2005-06-02 09:00:00
1.9,10.4,115,20.4,35.3,2004-05-14 23:00:00
2.6,13.0,109,11.9,73.7,2004-02-04 07:00:00
-200.0,1.9,33,23.9,34.4,2004-07-29 04:00:00
1.4,7.6,63,36.2,31.1,2004-11-08 18:00:00
-200.0,24.4,-200,19.9,69.0,2004-10-19 21:00:00
-200.0,21.7,-200,15.2,74.7,2004-10-19 07:00:00
1.3,3.2,114,8.6,57.3,2005-02-20 16:00:00
2.5,14.1,126,37.9,23.2,2004-10-06 13:00:00
0.5,0.9,58,1.6,51.0,2005-01-29 07:00:00
-200.0,7.7,101,20.8,80.9,2004-05-08 20:00:00
2.0,11.9,106,34.1,16.0,2004-07-14 13:00:00
1.3,4.7,75,9.7,58.6,2004-03-28 08:00:00
-200.0,12.2,-200,23.0,64.8,2004-12-09 23:00:00
-200.0,5.8,-200,19.3,44.0,2004-09-05 12:00:00
0.5,1.2,30,12.6,72.2,2004-06-05 02:00:00
2.0,12.5,106,30.6,20.2,2004-05-18 14:00:00
4.1,19.5,168,26.5,31.7,2004-09-20 20:00:00
1.0,4.2,57,27.7,25.8,2004-05-23 13:00:00
1.2,5.2,106,9.3,43.1,2004-11-12 07:00:00
1.9,10.7,67,18.5,70.4,2004-10-25 23:00:00
1.0,1.8,95,7.9,25.9,2005-01-30 16:00:00
1.1,2.8,101,2.5,51.0,2005-01-29 10:00:00
2.2,12.4,117,26.1,30.0,2004-05-20 10:00:00
1.0,7.0,186,5.3,50.5,2004-11-21 23:00:00
0.6,2.3,30,28.3,49.5,2004-08-19 02:00:00
3.2,19.1,146,34.2,14.2,2004-11-06 18:00:00
-200.0,8.7,59,21.9,60.9,2004-02-06 22:00:00
1.7,6.1,86,16.1,60.0,2004-03-22 00:00:00
3.0,14.9,126,27.6,22.3,2004-05-14 17:00:00
1.4,5.4,83,18.3,32.3,2004-04-26 10:00:00
1.4,3.2,141,5.6,45.5,2005-07-03 00:00:00
2.0,10.3,143,22.9,29.3,2005-03-23 12:00:00
0.7,7.6,146,17.5,34.1,2005-12-03 17:00:00
0.5,3.4,44,20.2,53.8,2004-06-17 05:00:00
0.9,3.0,-200,34.5,19.3,2004-05-09 12:00:00
0.9,3.1,141,11.1,43.3,2005-02-04 07:00:00
0.7,3.1,46,16.8,77.4,2004-06-06 06:00:00
1.7,9.0,85,30.1,30.9,2004-06-16 12:00:00
2.9,18.0,171,34.2,30.7,2004-06-30 10:00:00
1.0,2.3,97,12.3,29.9,2005-06-03 12:00:00
1.9,10.7,95,27.0,31.8,2004-04-24 16:00:00
-200.0,4.8,-200,15.9,78.1,2004-10-14 23:00:00
3.6,20.7,159,32.5,25.3,2004-06-23 17:00:00
1.1,3.0,54,12.9,79.7,2004-04-24 22:00:00
5.0,20.7,139,13.6,65.3,2004-02-04 09:00:00
0.3,2.7,67,20.2,37.8,2004-05-30 08:00:00
1.7,10.9,80,18.4,61.3,2004-06-11 10:00:00
0.5,3.2,34,17.8,67.5,2004-12-10 04:00:00
1.5,9.5,116,33.9,18.4,2004-09-07 12:00:00
2.1,5.3,185,8.0,41.2,2005-06-03 20:00:00
-200.0,10.5,-200,24.4,36.0,2004-04-04 16:00:00
2.5,-200.0,117,-200.0,-200.0,2004-09-04 17:00:00
4.3,26.4,138,24.2,44.0,2004-05-11 15:00:00
0.8,5.5,36,27.3,52.4,2004-01-08 09:00:00
-200.0,11.9,-200,30.6,18.6,2004-05-27 15:00:00
1.9,12.1,106,39.6,19.0,2004-06-28 13:00:00
3.3,18.7,97,22.4,55.2,2004-03-11 20:00:00
1.9,12.1,83,27.0,42.8,2004-07-24 01:00:00
7.9,46.3,158,21.7,61.9,2004-10-25 17:00:00
0.3,2.2,46,17.0,49.2,2004-05-19 05:00:00
0.9,4.6,76,21.3,45.9,2004-07-17 04:00:00
1.4,5.1,79,12.3,57.8,2004-03-31 22:00:00
1.1,-200.0,56,-200.0,-200.0,2004-06-19 18:00:00
1.3,9.3,77,18.3,60.8,2004-06-17 06:00:00
2.0,8.6,106,8.9,70.5,2004-12-25 06:00:00
2.3,-200.0,116,-200.0,-200.0,2004-08-27 19:00:00
2.2,10.9,119,19.7,51.8,2005-03-26 19:00:00
0.9,3.8,114,1.8,68.9,2005-01-02 05:00:00
-200.0,6.2,-200,12.2,29.7,2004-12-31 13:00:00
0.7,2.0,57,16.6,38.2,2004-07-11 10:00:00
-200.0,8.2,101,35.4,23.8,2004-07-26 16:00:00
1.6,10.5,84,22.1,61.3,2004-09-30 21:00:00
-200.0,6.2,-200,21.5,42.6,2004-10-17 11:00:00
1.0,3.1,69,12.0,71.9,2004-08-12 05:00:00
3.9,19.9,160,12.3,63.0,2005-01-13 17:00:00
-200.0,7.2,-200,10.8,47.3,2004-12-29 20:00:00
2.6,17.0,144,39.7,18.7,2004-10-06 14:00:00
-200.0,7.4,-200,16.5,67.2,2004-10-18 23:00:00
1.6,6.0,126,13.2,62.3,2005-05-01 23:00:00
3.9,22.3,144,15.4,63.4,2005-03-23 08:00:00
2.4,13.6,95,27.8,43.3,2004-07-22 00:00:00
2.8,13.4,222,12.8,49.3,2005-11-03 21:00:00
2.4,11.8,136,23.2,43.2,2004-11-07 22:00:00
2.2,10.9,161,27.8,20.0,2005-03-17 16:00:00
2.5,11.5,131,19.3,35.4,2004-06-04 14:00:00
0.8,3.5,56,39.0,15.1,2004-06-27 13:00:00
-200.0,34.5,-200,22.7,33.0,2004-08-09 09:00:00
5.4,28.7,210,26.7,42.3,2004-09-21 19:00:00
1.6,6.9,101,16.8,45.6,2004-12-05 21:00:00
-200.0,2.3,85,10.3,59.4,2005-12-03 04:00:00
0.4,2.7,39,24.0,46.6,2004-06-28 04:00:00
2.5,14.6,105,29.4,38.7,2004-07-22 23:00:00
-200.0,23.6,-200,19.9,61.7,2004-04-10 09:00:00
2.8,16.5,92,22.3,57.1,2004-07-10 21:00:00
-200.0,8.3,-200,22.0,59.8,2004-03-10 22:00:00
-200.0,0.5,18,19.1,50.7,2004-06-14 04:00:00
3.3,14.5,124,14.5,49.7,2004-03-22 21:00:00
3.9,15.7,158,9.7,70.1,2005-01-13 10:00:00
2.2,13.0,-200,37.8,17.4,2004-08-06 16:00:00
1.3,4.5,74,20.2,24.1,2004-04-25 16:00:00
1.0,5.4,58,33.9,26.2,2004-04-07 11:00:00
1.6,6.4,119,13.5,59.9,2004-12-27 11:00:00
3.8,-200.0,223,-200.0,-200.0,2005-09-02 20:00:00
1.8,6.9,83,17.9,38.4,2004-03-22 10:00:00
-200.0,5.2,55,17.0,47.7,2004-05-30 04:00:00
4.5,19.0,141,8.6,82.3,2004-11-24 22:00:00
1.5,7.9,79,30.3,45.1,2004-12-08 20:00:00
-200.0,3.1,-200,20.9,62.2,2004-07-10 03:00:00
-200.0,5.3,-200,15.5,67.4,2004-04-18 12:00:00
5.6,31.0,204,25.3,33.0,2004-09-29 18:00:00
2.0,12.0,95,25.4,24.2,2004-04-27 14:00:00
1.1,6.3,61,24.0,57.2,2004-08-14 07:00:00
5.7,19.9,233,14.9,47.6,2005-03-15 21:00:00
1.6,9.0,101,34.5,18.9,2004-06-26 11:00:00
-200.0,8.1,-200,15.5,60.6,2004-10-17 23:00:00
1.4,7.0,62,27.4,59.4,2004-08-13 00:00:00
-200.0,5.4,-200,19.3,45.7,2004-04-17 16:00:00
5.6,19.6,230,5.8,53.1,2005-02-02 10:00:00
1.0,-200.0,60,-200.0,-200.0,2004-06-20 02:00:00
-200.0,8.0,-200,27.4,51.4,2004-12-09 18:00:00
0.3,1.3,24,19.6,59.1,2004-09-17 05:00:00
1.9,8.4,85,16.3,30.8,2004-03-26 14:00:00
2.8,11.2,168,11.5,78.1,2004-11-11 17:00:00
3.9,18.9,124,16.4,72.4,2004-05-05 09:00:00
1.0,3.3,133,11.3,24.9,2005-02-15 11:00:00
2.2,11.2,99,21.3,26.1,2004-03-22 14:00:00
2.2,8.4,147,9.5,41.2,2005-01-01 13:00:00
0.6,0.9,45,7.1,56.0,2005-01-20 05:00:00
1.0,5.6,65,38.4,17.5,2004-06-26 15:00:00
-200.0,9.5,-200,17.9,56.9,2004-10-16 19:00:00
2.3,10.6,115,18.4,60.2,2005-03-26 10:00:00
2.3,15.2,113,34.3,19.4,2004-07-06 16:00:00
4.0,16.8,207,8.5,50.9,2005-11-02 21:00:00
2.0,8.4,143,19.8,44.2,2005-03-21 12:00:00
0.5,2.4,40,18.2,54.1,2004-07-06 05:00:00
0.8,3.6,45,32.2,40.3,2004-08-08 13:00:00
1.8,-200.0,194,-200.0,-200.0,2005-08-02 18:00:00
5.0,22.0,178,14.3,45.8,2004-12-12 17:00:00
1.7,7.2,102,15.6,46.6,2004-09-12 16:00:00
0.5,3.2,-200,22.6,34.8,2004-12-06 03:00:00
2.2,10.3,99,17.8,36.5,2004-09-25 22:00:00
2.3,11.2,117,17.1,31.3,2004-03-27 17:00:00
3.5,-200.0,123,-200.0,-200.0,2004-12-16 08:00:00
3.4,16.2,229,9.0,54.7,2005-12-02 11:00:00
3.6,15.9,141,13.7,70.9,2004-11-30 10:00:00
0.2,1.6,43,14.3,61.9,2004-11-05 02:00:00
-200.0,11.3,-200,31.3,15.8,2004-05-27 16:00:00
4.5,15.8,127,10.4,82.5,2004-12-25 22:00:00
-200.0,0.1,35,3.3,58.1,2005-01-25 06:00:00
2.7,16.3,107,28.6,38.7,2004-07-23 00:00:00
2.7,15.1,94,25.6,46.2,2004-03-11 16:00:00
0.7,1.4,-200,9.5,68.2,2004-03-25 03:00:00
3.9,18.6,135,10.1,83.5,2004-11-24 00:00:00
-200.0,1.7,66,10.2,62.7,2004-03-24 04:00:00
1.9,10.1,107,30.4,26.5,2004-05-16 17:00:00
1.1,4.1,55,10.7,67.2,2004-01-04 02:00:00
1.7,7.1,93,16.3,59.0,2004-03-21 10:00:00
0.9,6.3,70,22.2,38.4,2004-07-14 02:00:00
0.8,3.0,51,30.0,41.3,2004-07-25 17:00:00
-200.0,29.4,-200,25.3,49.6,2004-01-10 18:00:00
1.4,3.8,140,7.7,56.9,2005-02-20 21:00:00
-200.0,11.6,-200,25.4,48.9,2004-02-10 17:00:00
5.0,27.7,99,13.3,55.6,2004-04-14 08:00:00
1.7,7.4,88,18.4,33.2,2004-09-25 21:00:00
-200.0,21.4,-200,22.7,59.6,2004-03-10 20:00:00
-200.0,1.1,55,3.9,47.7,2005-01-26 00:00:00
2.9,5.0,111,8.9,57.4,2004-12-20 10:00:00
0.9,4.9,47,26.7,49.5,2004-08-14 23:00:00
3.7,-200.0,232,-200.0,-200.0,2005-10-02 11:00:00
1.7,9.1,78,36.8,26.2,2004-08-18 17:00:00
